kwd_no,키워드명,상품카테고리,리스크 등급,대체키워드,리스크 등급별 세부 심의기준,증빙자료유형,키워드 조회 수(누적카운트),마지막 출력일자,키워드등록일자,키워드등록인,비고,키워드 등록일자
US158,"Rich, NourishingCream Mask Pack",USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,0,,,,,
US159,Serum + Beauty Tool Set,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,46,2025-12-22 11:06:29,,,,
US160,Skin Clarifying,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,47,2025-12-22 11:06:29,,,,
US161,Skin looked less oily,USA(뷰티&디바이스),4등급(사용가능),"Helps reduce the appearance of excess oil
Helps skin look fresh and less shiny",대체키워드 사용도 추천함,,14,2025-12-18 11:56:56,,,,
US162,Skin looked more even-toned,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,15,2026-01-12 06:34:50,,,,
US163,Skin Relief,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,2,2025-12-15 11:26,,,,
US164,Skin-tone balancing,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,,,,,,
US165,Soothing care for stressed-looking skin,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,14,2025-12-18 11:56:56,,,,
US166,Suitable for most skin types,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,1,2025-12-19 15:02:45,,,,
US167,Suitable for sensitive use,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,,,,,,
US168,Suitable for skin prone to excess oil and visible pores,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,2,2025-12-15 11:26,,,,
US169,Suitable for various skin types,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,12,2025-12-15 10:45,,,,
US170,Tea Tree for a Quick Soothing & Cooling Feel,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,3,2025-12-15 11:54,,,,
US171,uneven areas for a clearer appearance,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,3,2025-12-12 17:54,,,,2025-12-12 17:33
US172,Vibration,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,,2,2025-12-15 11:26,,,,
US173,Radiance-boosting care,USA(뷰티&디바이스),4등급(사용가능),-,ROK 검토의견,-,0,,,,,2026-01-13 00:30:24
US174,effective tone care,USA(뷰티&디바이스),4등급(사용가능),-,-,-,2,2026-01-13 01:10:54,,,,2026-01-13 01:07:17
US175,Fast-absorbing,USA(뷰티&디바이스),4등급(사용가능),-,-,-,2,2026-01-13 01:10:54,,,,2026-01-13 01:07:41
US176,Helps prevent melanin production,USA(뷰티&디바이스),2등급(대체키워드사용),"Helps promote a more even-looking complexion
Helps visually diminish dull-looking areas",-,-,8,2026-01-13 01:52:11,,,,2026-01-13 01:13:01
G001,S대연구진 개발,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌)(불분명한 개발출처 등의 표기 금지),,0,,,,,
G002,갱년기증상,건강기능식품,1등급(사용금지),-,"(사용금지)(갱년기증상에 대한 언급은 모두 사용불가(ex_안면홍조, 불면증, 손발저림, 신경과민, 우울증, 두통, 질건조 및 분비물 감소)",,0,,,,,
G003,걱정그만,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,4,2025-12-18 11:56:48,,,,
G004,겨울철 관절이 불편하신 분,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G005,골든타임,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G006,다이어트 보조제,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G007,딱(한알만),건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,20,2025-12-19 11:19:22,,,,
G008,묵은OO,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G009,아프지도 않은데 괜찮겠죠,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G010,이거먹고 OO 무릎보호대 버렸어요,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,4,2025-12-18 11:56:48,,,,
G011,자도자도 피곤한,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G012,"절대적표현(완전,완벽,천재,싹..etc)",건강기능식품,1등급(사용금지),-,"(사용금지)(절대적표현 사용불가 ex_완전,완벽,싹,절대,천재…etc)(건기식협회 수정적합 시정내용 中 발췌)",,0,,,,,
G013,정말 우리가족을 생각한다면,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,4,2025-12-18 11:56:48,,,,
G014,제대로 된 간케어,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,4,2025-12-18 11:56:48,,,,
G015,침묵의 살인자,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G016,테라피(THERAPY),건강기능식품,1등급(사용금지),-,(사용금지),,0,,,,,
G017,통증해결,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G018,혈관,건강기능식품,1등급(사용금지),-,(사용금지)(혈중 중성지질·콜레스테롤·혈당·혈압·혈행에 관한 기능성을 가진 제품에서 ‘혈관’ 관련 내용은 기능성을 벗어난 광고문구로 표현할 수 없다.),,0,,,,,
G019,혈관나이,건강기능식품,1등급(사용금지),-,(사용금지)(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G020,혈당지수관리(조절),건강기능식품,1등급(사용금지),-,(사용금지)(혈중 중성지질·콜레스테롤·혈당·혈압·혈행에 관한 기능성을 가진 제품에서 ‘혈관’ 관련 내용은 기능성을 벗어난 광고문구로 표현할 수 없다.),,9,2025-12-18 11:56:56,,,,
G021,OO에 좋다는 걸 다 넣은,건강기능식품,2등급(대체키워드사용),OO에 좋은걸 넣은,(건기식협회 수정적합 시정내용 中 발췌),,4,2025-12-18 11:56:48,,,,
G022,OO최고,건강기능식품,2등급(대체키워드사용),프리미엄,"(최고, 최상, 최적표현은 비교기준이 명확하지 않으므로 표현할 수 없다 : 건강기능식품 표시광고 가이드라인 내용 中 발췌)",,0,,,,,
G023,OO최다,건강기능식품,2등급(대체키워드사용),프리미엄,"(최고, 최상, 최적표현은 비교기준이 명확하지 않으므로 표현할 수 없다 : 건강기능식품 표시광고 가이드라인 내용 中 발췌)",,0,,,,,
G024,OO최상,건강기능식품,2등급(대체키워드사용),프리미엄,"(최고, 최상, 최적표현은 비교기준이 명확하지 않으므로 표현할 수 없다 : 건강기능식품 표시광고 가이드라인 내용 中 발췌)",,0,,,,,
G025,OO최적,건강기능식품,2등급(대체키워드사용),프리미엄,"(최고, 최상, 최적표현은 비교기준이 명확하지 않으므로 표현할 수 없다 : 건강기능식품 표시광고 가이드라인 내용 中 발췌)",,0,,,,,
G026,건기식,건강기능식품,2등급(대체키워드사용),건강기능식품,(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G027,관절이 시리신 분,건강기능식품,2등급(대체키워드사용),관절이 불편하신분,(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G028,관절이 저리신 분,건강기능식품,2등급(대체키워드사용),관절이 불편하신분,(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G029,관절이 쿡쿡 쑤시는 분,건강기능식품,2등급(대체키워드사용),관절이 불편하신분,(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G030,긴 연구 끝에 찾아낸,건강기능식품,2등급(대체키워드사용),엄선한,(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G031,늦기전에 잡자(잡으세요),건강기능식품,2등급(대체키워드사용),늦기전에 관리하자(~하세요),(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G032,멀쩡하다면~OO하지마세요,건강기능식품,2등급(대체키워드사용),필요없다면~OO하지마세요,(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G033,뻐근,건강기능식품,2등급(대체키워드사용),불편함,(건기식협회 수정적합 시정내용 中 발췌),,0,,,,,
G034,"시리고,아픈,시큰거리는",건강기능식품,2등급(대체키워드사용),불편한,(건기식협회 수정적합 시정내용 中 발췌),,4,2025-12-18 11:56:48,,,,
G035,유일,건강기능식품,2등급(대체키워드사용),최초/*유니크한/*특별한,"(건강기능식품은 최초로 수정토록 권고하고 있으며 최초에 대한 사실 증빙이 가능한 하여야 한다)
(*유니크한/*특별한 키워드는 증빙없이 사용가능)",실증자료제출,0,,,,,
G036,혈당관리,건강기능식품,2등급(대체키워드사용),혈당건강,(식후 혈당상승 억제에 도움을 줄 수 있음 해당 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G037,혈당케어,건강기능식품,2등급(대체키워드사용),혈당건강,(식후 혈당상승 억제에 도움을 줄 수 있음 해당 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G038,활력제,건강기능식품,2등급(대체키워드사용),활력보충식품/활력보충제품,('OO제' 문구는 노션페이지 공지사항①번 건강기능식품 영양제 문구 조건부 허용 가이드라인 내용을 참고바랍니다),,0,,,,,
G039,OO에 좋은,건강기능식품,3등급(조건부사용),-,(건강기능식품인 경우 기능성인정받은 내용상 OO건강 표현의 경우는 사용가능),,4,2025-12-18 11:56:48,,,,
G040,OO에 필수적인,건강기능식품,3등급(조건부사용),-,(건강기능식품인 경우 기능성인정받은 내용상 OO건강 표현의 경우는 사용가능),,0,,,,,
G041,OO영양제,건강기능식품,3등급(조건부사용),-,(조건부사용가능)(노션페이지 공지사항 ①번 '건강기능식품 영양제 문구 조건부 허용 가이드라인' 내용을 참고바랍니다),,0,,,,,
G042,OO최대,건강기능식품,3등급(조건부사용),-,"(기능성에 대해서 표현하는 것은 적절하지 않으나, 객관적인 데이터가 있다면 표현할 수 있다)(ex_ ‘식약처 일일섭취량대비 최대함량')",,0,,,,,
G043,OO최초,건강기능식품,3등급(조건부사용),-,(객관적으로 입증 가능한 경우 사용 가능하다),,0,,,,,
G044,갱년기,건강기능식품,3등급(조건부사용),-,(갱년기여성 건강에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G045,골다공증,건강기능식품,3등급(조건부사용),-,(골다공증발생 위험 감소에 도움을 줌 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G046,관절건강,건강기능식품,3등급(조건부사용),-,(건강기능식품인 경우 기능성인정받은 내용상 OO건강 표현의 경우는 사용가능),,0,,,,,
G047,기관지건강,건강기능식품,3등급(조건부사용),-,(건강기능식품인 경우 기능성인정받은 내용상 OO건강 표현의 경우는 사용가능),,0,,,,,
G048,기억력개선,건강기능식품,3등급(조건부사용),-,(기억력 개선에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,3,2025-12-18 11:56:48,,,,
G049,긴장완화,건강기능식품,3등급(조건부사용),-,(스트레스로 인한 긴장완화에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 해당 기능성표현 범위내에서 사용가능),,0,,,,,
G050,꿀잠,건강기능식품,3등급(조건부사용),-,(수면의 질 개선에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G051,꿀잠큐어,건강기능식품,3등급(조건부사용),-,(수면의 질 개선에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G052,노화방지,건강기능식품,3등급(조건부사용),-,(노화로 인해 저하된 인지력개선에 도움을 줄수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G053,다이어터,건강기능식품,3등급(조건부사용),-,(체지방 감소에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G054,다이어트,건강기능식품,3등급(조건부사용),-,(체지방 감소에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G055,다이어트 건강기능식품,건강기능식품,3등급(조건부사용),-,(체지방 감소에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,4,2025-12-18 11:56:48,,,,
G056,다이어트 제품,건강기능식품,3등급(조건부사용),-,(체지방 감소에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,1,2025-12-15 12:01,,,,
G057,단백질합성,건강기능식품,3등급(조건부사용),-,(단백질대사와 에너지생성에 필요 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G058,단잠,건강기능식품,3등급(조건부사용),-,(수면의 질 개선에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G059,만성피로,건강기능식품,3등급(조건부사용),-,(피로개선에 도움을 줄수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,1,2025-12-15 12:01,,,,
G060,면역(건강),건강기능식품,3등급(조건부사용),-,(면역력 증진에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G061,면역기능,건강기능식품,3등급(조건부사용),-,(면역력 증진에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G062,면역력,건강기능식품,3등급(조건부사용),-,(면역력 증진에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G063,면역력개선,건강기능식품,3등급(조건부사용),-,(면역력 증진에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G064,면역증진,건강기능식품,3등급(조건부사용),-,(면역력 증진에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G065,배변활동,건강기능식품,3등급(조건부사용),-,(배변활동 원활에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G066,변비,건강기능식품,3등급(조건부사용),-,(장내 유익균 증식?배변활동 원활에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G067,변비예방,건강기능식품,3등급(조건부사용),-,(장내 유익균 증식?배변활동 원활에 도움을 줄 수 있음 등의 기능성을 인정받은 건강기능식품인 경우 기능성표현 범위내에서 사용가능),,0,,,,,
G068,병원/약국판매 건강기능식품,건강기능식품,3등급(조건부사용),-,"1. 병원용/약국용 건강기능식품 (X)
2. 병원/약국에서만 판매하는 건강기능식품 (X)
3. 병원/약국의 건강기능식품코너에서 판매하는 건강기능식품 (O)
4. *병원판매 건강기능식품 (*병원 :병원/약국의 건강기능식품코너 판매) (O) → 단서조항 별도구역에 따로 표기하는 방식도 허용하기로 함(240112)
https://www.notion.so/240201-83aaad9031df4670b02651cf17262627?source=copy_link",,0,,,,,
